Latitude,PPFD,FvFm_mean,qP,qL,NPQ,phiPSII,phiNPQ,phiNO_new
27.471427,730.7745,0.554680538,0.554161197,0.4716915,1.248094863,0.205294809,0.422504752,0.349197752
27.471427,95.874,0.500067833,0.825335486,0.749815772,0.330489463,0.357409261,0.153599589,0.484434282
27.471427,166.4185,0.501299388,0.800703686,0.725169939,0.464422869,0.330000918,0.204326528,0.459056319
27.471427,236.963,0.497474835,0.764040734,0.688685253,0.612560534,0.295510386,0.257234336,0.437896851
27.471427,307.5075,0.49649632,0.705296882,0.628800578,0.772175331,0.257730312,0.31050147,0.419170685
27.471427,378.052,0.495164603,0.662512413,0.587041067,0.893717856,0.231947861,0.34801575,0.405886084
27.471427,448.5965,0.495262185,0.625203687,0.552122899,0.9996085,0.212355181,0.377742239,0.39425301
27.471427,519.141,0.495252132,0.581829559,0.510029715,1.096415193,0.19246528,0.404551858,0.386015904
27.471427,589.6855,0.495393175,0.568243945,0.497318037,1.14012957,0.186294437,0.41442855,0.381272976
27.471427,660.23,0.49641322,0.545957974,0.476429592,1.188690939,0.1765797,0.425897868,0.376770404
27.471427,730.7745,0.496387436,0.52226454,0.452576628,1.197142403,0.168601913,0.430470502,0.378943149
27.471427,95.874,0.612898638,0.898695474,0.81803197,0.255824562,0.504905362,0.099148878,0.394789042
27.471427,166.4185,0.614463401,0.881927381,0.796650571,0.424551789,0.469962758,0.155617458,0.374787064
27.471427,236.963,0.613797566,0.839848965,0.748811168,0.696365458,0.412069853,0.236928767,0.349434784
27.471427,307.5075,0.612651342,0.778866819,0.684770532,0.984550063,0.353057964,0.314157852,0.32840527
27.471427,378.052,0.613205258,0.711184544,0.615088317,1.226961976,0.30522313,0.374053235,0.314088472
27.471427,448.5965,0.613490155,0.660400248,0.568399852,1.450194762,0.26905685,0.422299465,0.299614752
27.471427,519.141,0.613533921,0.615021153,0.525233762,1.610351859,0.242025982,0.455729697,0.291364634
27.471427,589.6855,0.614861002,0.586438754,0.498406697,1.726004027,0.226728312,0.476835979,0.284969956
27.471427,660.23,0.614362273,0.555381843,0.470748405,1.823326411,0.209997485,0.496386946,0.280593803
27.471427,730.7745,0.615729864,0.529493577,0.445676355,1.894804429,0.197881541,0.509938864,0.277749349
27.471427,95.874,0.599752369,0.898524263,0.820799429,0.242418125,0.494628875,0.096803501,0.404732256
27.471427,166.4185,0.595776926,0.878058259,0.793414287,0.369393144,0.458528729,0.142528031,0.394291199
27.471427,236.963,0.596525362,0.834282361,0.74254264,0.61862243,0.402984127,0.222074177,0.368355862
27.471427,307.5075,0.595862195,0.777643329,0.683075349,0.88356484,0.347462565,0.297546303,0.345958426
27.471427,378.052,0.595867933,0.713463344,0.617175927,1.085372364,0.302638433,0.352937656,0.333925203
27.471427,448.5965,0.595826715,0.65384006,0.560095962,1.27973367,0.264454267,0.4015588,0.321955208
27.471427,519.141,0.595280454,0.597968481,0.506049394,1.421473008,0.233685969,0.436618485,0.315748719
27.471427,589.6855,0.595611537,0.581115511,0.492859381,1.515904453,0.222440566,0.454508859,0.308342476
27.471427,660.23,0.595163029,0.54436645,0.458288632,1.579838927,0.205793997,0.471327425,0.307115067
27.471427,730.7745,0.595656722,0.518105142,0.433011388,1.620996385,0.19391062,0.483085983,0.306743272
42.49572,95.874,0.577788101,0.780844021,0.666303332,0.25079655,0.415398293,0.112004037,0.455035318
42.49572,166.4185,0.57394465,0.737773178,0.622717502,0.339341308,0.377896934,0.150331678,0.450657389
42.49572,236.963,0.574308399,0.695670656,0.578201567,0.431445865,0.34516462,0.186639284,0.443383783
42.49572,307.5075,0.572802667,0.657829604,0.542351403,0.51005844,0.316773446,0.21773848,0.438770993
42.49572,378.052,0.572763477,0.618835587,0.501311005,0.548392834,0.29378951,0.235917075,0.442363197
42.49572,448.5965,0.573162218,0.581361254,0.466894386,0.597153297,0.272258648,0.25518593,0.442046664
42.49572,519.141,0.573016939,0.570925223,0.454949686,0.593593781,0.267363095,0.255041465,0.446429564
42.49572,589.6855,0.573198816,0.569743516,0.455351892,0.623770654,0.264629327,0.263853022,0.439973694
42.49572,660.23,0.573057297,0.544039932,0.429126131,0.606457959,0.253547255,0.262829966,0.451233784
42.49572,730.7745,0.572956586,0.547445038,0.433602737,0.620501333,0.253989983,0.265709284,0.446735265
42.49572,871.8635,0.572633693,0.494453245,0.38288979,0.614040908,0.229597375,0.271105986,0.463702638
42.49572,95.874,0.600557842,0.809934754,0.696490137,0.269130063,0.445953933,0.113526955,0.421783967
42.49572,166.4185,0.599451683,0.788399566,0.676929421,0.376459252,0.419381967,0.152899666,0.40881383
42.49572,236.963,0.601269889,0.746010165,0.628033152,0.467382975,0.385811956,0.188228267,0.405199365
42.49572,307.5075,0.602829648,0.698869163,0.577208983,0.561815021,0.353238559,0.222777946,0.401824868
42.49572,378.052,0.603885071,0.665784531,0.544231245,0.628222677,0.330019414,0.24571615,0.399038281
42.49572,448.5965,0.603528295,0.630387321,0.510610715,0.707693605,0.304730405,0.273624039,0.395037692
42.49572,519.141,0.604302374,0.607938111,0.488140248,0.74304642,0.292163374,0.285690515,0.394850692
42.49572,589.6855,0.604016614,0.608891701,0.492156621,0.789492384,0.288033604,0.296518705,0.386809985
42.49572,660.23,0.603226921,0.573817982,0.45634394,0.798485284,0.270835109,0.303364894,0.394325004
42.49572,730.7745,0.603344289,0.569282423,0.453329582,0.82057441,0.266242781,0.310434697,0.391888571
42.49572,871.8635,0.603054263,0.513310206,0.398284418,0.817518653,0.240880644,0.31884673,0.40640269
42.49572,95.874,0.629578276,0.872760854,0.766032032,0.210618937,0.514052068,0.08259242,0.400467375
42.49572,166.4185,0.627279215,0.829947928,0.712921052,0.305757559,0.473653792,0.120005749,0.40009215
42.49572,236.963,0.626789938,0.777341717,0.648500167,0.426905628,0.427495896,0.165184825,0.397111062
42.49572,307.5075,0.628233591,0.724140628,0.590072852,0.542228788,0.386730823,0.206224981,0.393033765
42.49572,378.052,0.629217078,0.66454417,0.528310695,0.626758448,0.347117496,0.238656393,0.39531557
42.49572,448.5965,0.629881237,0.611709826,0.476594538,0.727424971,0.311475894,0.273236842,0.392487273
42.49572,519.141,0.630444785,0.577133323,0.445141121,0.783877004,0.290665026,0.292385448,0.39195622
42.49572,589.6855,0.629339803,0.54879494,0.418570857,0.820982792,0.272959385,0.305941251,0.393685919
42.49572,660.23,0.631094307,0.533564183,0.405350363,0.851840924,0.264021506,0.315510007,0.391624781
42.49572,730.7745,0.630888949,0.509717574,0.384883777,0.887277556,0.250064447,0.32799062,0.39150358
42.49572,871.8635,0.63081975,0.461478313,0.340862514,0.897111883,0.226080115,0.338468063,0.401938258
42.49572,95.874,0.635507375,0.896370542,0.804939791,0.230113459,0.53005115,0.086091433,0.381265747
42.49572,166.4185,0.63392788,0.864036571,0.761905147,0.349884169,0.49095507,0.128513037,0.376157646
42.49572,236.963,0.635103405,0.798990846,0.679368449,0.540396655,0.430538444,0.193705201,0.36887245
42.49572,307.5075,0.636443047,0.735635616,0.609364474,0.717505669,0.379289481,0.249827732,0.360462986
42.49572,378.052,0.637564348,0.662817715,0.531511544,0.857654394,0.330388159,0.295389113,0.35941091
42.49572,448.5965,0.638461318,0.611580477,0.486171339,1.02124322,0.293668799,0.33879869,0.348451796
42.49572,519.141,0.639277395,0.556118691,0.433836094,1.126224612,0.261264582,0.36967353,0.346449332
42.49572,589.6855,0.63976295,0.529302531,0.411005873,1.201302231,0.24518545,0.387151526,0.342062596
42.49572,660.23,0.63951631,0.497831423,0.383100151,1.242649044,0.227848149,0.401017911,0.343061277
42.49572,730.7745,0.640183302,0.493050654,0.381328379,1.307846713,0.223217473,0.411772992,0.335832382
42.49572,871.8635,0.640647908,0.414661562,0.309823504,1.349321258,0.186747281,0.434212345,0.345372321
30.74021,95.874,0.55621594,0.898167066,0.826541134,0.131428651,0.475015907,0.059157271,0.468406592
30.74021,166.4185,0.554310632,0.85366347,0.761713126,0.245307874,0.430044249,0.108837554,0.459451497
30.74021,236.963,0.553917776,0.781649494,0.677006475,0.463839449,0.363138904,0.195124217,0.437395669
30.74021,307.5075,0.55233626,0.701984436,0.59501204,0.686469285,0.302692884,0.274579135,0.416284038
30.74021,378.052,0.551273094,0.637240346,0.536186798,0.886709826,0.258485888,0.335903498,0.39528336
30.74021,448.5965,0.551639527,0.574081183,0.47733563,1.032721824,0.225121184,0.379414232,0.383939509
30.74021,519.141,0.551971751,0.537635144,0.445819096,1.150752485,0.203924056,0.409911986,0.372443361
30.74021,589.6855,0.551678576,0.500664598,0.413058724,1.2362367,0.18640628,0.432760256,0.366347924
30.74021,660.23,0.551927493,0.485782832,0.401196697,1.299959343,0.178137888,0.446169005,0.359831657
30.74021,730.7745,0.552281881,0.455014396,0.373668051,1.351303354,0.166236967,0.459643593,0.35747401
30.74021,871.8635,0.551490457,0.432676432,0.3549335,1.411753862,0.155250136,0.473099508,0.352823075
30.74021,1012.9525,0.551194016,0.420592531,0.344401602,1.436525739,0.150826795,0.477350583,0.351302202
30.74021,1154.0415,0.552869064,0.410325595,0.335273817,1.465302063,0.146270149,0.482292193,0.34868671
30.74021,1295.1305,0.552554778,0.386696219,0.312934508,1.47078612,0.138019466,0.486751395,0.351515356
30.74021,95.874,0.5010964,0.88482948,0.819242212,0.114060018,0.421335082,0.057037436,0.528154283
30.74021,166.4185,0.503224114,0.840635778,0.755477967,0.171381052,0.392744538,0.085642986,0.521052632
30.74021,236.963,0.501998083,0.764007153,0.661473277,0.285715733,0.340430646,0.140820589,0.515756983
30.74021,307.5075,0.501461508,0.678919229,0.570964089,0.416595231,0.288415849,0.200337697,0.505098778
30.74021,378.052,0.501817361,0.612319306,0.50594844,0.532299095,0.250027474,0.248834247,0.492212135
30.74021,448.5965,0.501279327,0.553660378,0.451804223,0.625651559,0.219266354,0.286172493,0.482770524
30.74021,519.141,0.50220099,0.509246624,0.41268432,0.707650728,0.197555699,0.315961025,0.47256409
30.74021,589.6855,0.502940397,0.469055966,0.378445285,0.774325101,0.179453138,0.33990244,0.465182903
30.74021,660.23,0.503224676,0.455163477,0.367955833,0.827945474,0.17117599,0.356128781,0.455980942
30.74021,730.7745,0.50301379,0.415017786,0.332230368,0.872026461,0.154740829,0.372788985,0.454156207
30.74021,871.8635,0.504417244,0.396172945,0.316435458,0.932764079,0.145856016,0.389056064,0.444820435
30.74021,1012.9525,0.505731112,0.379778542,0.303757896,0.970492816,0.139337504,0.39927703,0.439775883
30.74021,1154.0415,0.504648341,0.372638383,0.297936356,0.986191852,0.13576832,0.402805997,0.438172778
30.74021,1295.1305,0.505777829,0.361838024,0.288891997,1.00790442,0.132273732,0.407087231,0.43542076
30.74021,95.874,0.492620368,0.873472756,0.806121634,0.154533423,0.402093389,0.076036894,0.530345711
30.74021,166.4185,0.490399854,0.792516987,0.704552841,0.288070282,0.344853713,0.139199471,0.517447166
30.74021,236.963,0.489492299,0.69783906,0.603873088,0.497810911,0.280827633,0.224801876,0.488566753
30.74021,307.5075,0.489026286,0.607879921,0.516475003,0.683298628,0.230643011,0.292727072,0.464892007
30.74021,378.052,0.490351056,0.538036398,0.451716386,0.812225574,0.197915134,0.335047918,0.449903972
30.74021,448.5965,0.491962131,0.491712392,0.409196965,0.909893459,0.176434121,0.364898759,0.437821156
30.74021,519.141,0.493076226,0.468621961,0.390048946,0.983863892,0.165952865,0.383693855,0.427140476
30.74021,589.6855,0.494554578,0.437982195,0.362083964,1.019645953,0.154454956,0.394599363,0.425079495
30.74021,660.23,0.492806328,0.432014971,0.357740975,1.051333354,0.150624816,0.400872042,0.420339143
30.74021,730.7745,0.494521564,0.414146922,0.340737516,1.089537584,0.143163573,0.411550847,0.416245891
30.74021,871.8635,0.495270431,0.411446968,0.339722062,1.109064397,0.141908034,0.412476839,0.413074751
30.74021,1012.9525,0.493903707,0.394909384,0.324738025,1.123540757,0.136385406,0.41644534,0.413213665
30.74021,1154.0415,0.496667725,0.397702866,0.326896587,1.12968717,0.137696564,0.414616577,0.411357761
30.74021,1295.1305,0.495917355,0.389781644,0.318905665,1.131263216,0.135174636,0.415512797,0.412395549
30.74021,95.874,0.522776789,0.880561606,0.804990872,0.135983745,0.434052017,0.063947093,0.521871175
30.74021,166.4185,0.520123548,0.831724324,0.738718998,0.209514694,0.395481421,0.100745769,0.516744762
30.74021,236.963,0.520787443,0.754773489,0.648849065,0.353846841,0.340714945,0.166205374,0.501503107
30.74021,307.5075,0.521526393,0.674232503,0.565221259,0.497161404,0.290787569,0.227186528,0.486529542
30.74021,378.052,0.521865357,0.605334669,0.498989839,0.612837098,0.252701988,0.273614187,0.474879825
30.74021,448.5965,0.522495661,0.551679293,0.449601107,0.702289019,0.225052979,0.307252312,0.465504137
30.74021,519.141,0.52242674,0.513474356,0.416187985,0.775445123,0.205737851,0.333005731,0.457083357
30.74021,589.6855,0.523611108,0.469508197,0.376423694,0.837479844,0.185908753,0.355556677,0.452006348
30.74021,660.23,0.522956063,0.46016796,0.37057967,0.879222864,0.180158032,0.367317678,0.444933448
30.74021,730.7745,0.524093495,0.442252016,0.354641345,0.918239211,0.171767833,0.378722068,0.440068951
30.74021,871.8635,0.525203066,0.413917031,0.330777333,0.966351874,0.159836569,0.393299641,0.435348736
30.74021,1012.9525,0.52552759,0.400496012,0.318872325,0.994788885,0.153538764,0.402310115,0.432368559
30.74021,1154.0415,0.523706168,0.39382216,0.312839101,1.002954358,0.149709745,0.403415337,0.43219036
30.74021,1295.1305,0.524712861,0.384121223,0.304928157,1.015329001,0.146072543,0.406982758,0.431312779
54.7298,95.874,0.431813811,0.845650825,0.783824172,0.110446872,0.347708035,0.061680128,0.604389442
54.7298,166.4185,0.431264641,0.817464535,0.748105435,0.154425555,0.329311588,0.084737947,0.594038295
54.7298,236.963,0.434013566,0.742435127,0.660667694,0.238856967,0.291212347,0.128614409,0.583064419
54.7298,307.5075,0.435194442,0.677457073,0.590940806,0.320340067,0.258512177,0.168024388,0.570972019
54.7298,378.052,0.437508768,0.60250347,0.513320161,0.39429892,0.224988566,0.203682553,0.563940848
54.7298,448.5965,0.438773629,0.561264643,0.475264758,0.457469947,0.20541323,0.231307539,0.552342237
54.7298,519.141,0.439239004,0.510313894,0.425871798,0.497982604,0.184478411,0.250662856,0.55107569
54.7298,589.6855,0.441725731,0.461828104,0.38033141,0.536890655,0.165122755,0.269287544,0.54844387
54.7298,660.23,0.442650438,0.44130317,0.361366182,0.560903794,0.156688926,0.279052755,0.545467138
54.7298,730.7745,0.443802403,0.420308966,0.343332462,0.583717777,0.148463215,0.288600779,0.542211039
54.7298,871.8635,0.44420728,0.386940743,0.31279723,0.606482047,0.136101292,0.298279166,0.542462805
54.7298,1012.9525,0.4441314,0.377323277,0.305873155,0.619847765,0.131609041,0.30369226,0.53987701
54.7298,1295.1305,0.445684156,0.36068185,0.290184292,0.63333198,0.125506144,0.30780011,0.539132134
54.7298,95.874,0.488154529,0.777832472,0.68811841,0.181516509,0.35271779,0.094623005,0.548066261
54.7298,166.4185,0.481951372,0.746817156,0.654765124,0.232056543,0.327467703,0.11963277,0.545719218
54.7298,236.963,0.481926861,0.690216034,0.593808603,0.300874105,0.294245815,0.153455648,0.541286913
54.7298,307.5075,0.481679009,0.641755635,0.544600442,0.355948711,0.267956704,0.179949968,0.537926146
54.7298,378.052,0.481895917,0.60533221,0.508229796,0.385964223,0.249953995,0.193801685,0.538727974
54.7298,448.5965,0.481277778,0.5896927,0.496147696,0.423010551,0.239508022,0.209069031,0.531078082
54.7298,519.141,0.482681844,0.566775158,0.472225973,0.427644945,0.230802688,0.212068283,0.535280278
54.7298,589.6855,0.482992586,0.516309767,0.423192168,0.448849239,0.209104917,0.224230869,0.542249562
54.7298,660.23,0.483530404,0.512637432,0.420010516,0.455553997,0.207203661,0.226250869,0.540832669
54.7298,730.7745,0.484999864,0.495699271,0.402674904,0.47007368,0.199217762,0.232595753,0.540554686
54.7298,871.8635,0.486542169,0.464310876,0.374360639,0.472223029,0.187419417,0.237104657,0.547370242
54.7298,1012.9525,0.485894384,0.454894067,0.364099477,0.473146172,0.183522151,0.237552608,0.550764339
54.7298,1295.1305,0.488132073,0.445571099,0.353904607,0.458450628,0.181277643,0.23063427,0.557204447
54.7298,95.874,0.59230887,0.875970764,0.78830921,0.22563224,0.479469033,0.092328088,0.420096802
54.7298,166.4185,0.587163022,0.852854141,0.762005038,0.307024535,0.449442178,0.125899905,0.417598321
54.7298,236.963,0.586071977,0.82169811,0.725663264,0.442583396,0.412037312,0.17581468,0.405161834
54.7298,307.5075,0.586327877,0.774710403,0.670898835,0.579268501,0.371708896,0.223925211,0.395198514
54.7298,378.052,0.584199043,0.720049423,0.61365669,0.704587278,0.331448117,0.267895363,0.389229118
54.7298,448.5965,0.584523485,0.671958209,0.565415523,0.818218214,0.299930946,0.305170941,0.382102184
54.7298,519.141,0.585352145,0.623658063,0.517003694,0.907378922,0.272085745,0.335473285,0.379008317
54.7298,589.6855,0.585188028,0.577727856,0.474010676,0.982061555,0.246825753,0.360899905,0.377016259
54.7298,660.23,0.585488535,0.568290678,0.467422181,1.038988592,0.239641089,0.374291857,0.370207876
54.7298,730.7745,0.585369795,0.533297508,0.434359645,1.083248195,0.222106304,0.390021206,0.370507079
54.7298,871.8635,0.584564004,0.486077192,0.392127496,1.173465434,0.197542396,0.416868493,0.366486526
54.7298,1012.9525,0.585516426,0.487994655,0.395599058,1.217554882,0.196699525,0.423864262,0.359895458
54.7298,1295.1305,0.584825433,0.452653078,0.364998734,1.295280753,0.179048314,0.443119328,0.355526334
54.7298,95.874,0.536368299,0.843052749,0.753398597,0.169046211,0.422868273,0.079930578,0.503106918
54.7298,166.4185,0.525616459,0.818980089,0.72759399,0.235920701,0.391470175,0.11205431,0.499691548
54.7298,236.963,0.522677626,0.75547539,0.65710152,0.362440504,0.343461053,0.168896936,0.487372664
54.7298,307.5075,0.524217077,0.679640428,0.576418113,0.460972438,0.299951832,0.212667464,0.482622566
54.7298,378.052,0.525725157,0.630850714,0.527440897,0.537381382,0.27207598,0.244270897,0.476089253
54.7298,448.5965,0.527837204,0.600688322,0.49967266,0.601689838,0.255664679,0.267675936,0.467447855
54.7298,519.141,0.528695239,0.563506461,0.463458034,0.644603342,0.237399834,0.285267291,0.465848438
54.7298,589.6855,0.529359989,0.526260682,0.42841933,0.671388632,0.22041066,0.298263093,0.468069524
54.7298,660.23,0.529876845,0.516392373,0.419105246,0.693362029,0.215315996,0.304438146,0.465077376
54.7298,730.7745,0.530810795,0.48884414,0.392710067,0.70621037,0.203700962,0.312510161,0.468616145
54.7298,871.8635,0.53071464,0.45373621,0.360815467,0.735457989,0.186489615,0.324600655,0.46946403
54.7298,1012.9525,0.531163325,0.44682093,0.355483032,0.744839256,0.184060901,0.328089349,0.46870131
54.7298,1295.1305,0.531107146,0.432727283,0.342024201,0.746986902,0.177235451,0.329206124,0.47161233
50.20261,95.874,0.707664383,0.814994795,0.599486263,0.139652767,0.550813176,0.05445685,0.352285979
50.20261,166.4185,0.703727915,0.788082005,0.57215979,0.202375696,0.518657461,0.078868956,0.362577173
50.20261,236.963,0.689134154,0.743846395,0.539445151,0.305821843,0.46468613,0.121008361,0.378123855
50.20261,307.5075,0.683750789,0.697196791,0.504969692,0.429119486,0.417226088,0.168389159,0.378420427
50.20261,378.052,0.678504838,0.648547919,0.467727568,0.54146416,0.373669261,0.211288818,0.380076582
50.20261,448.5965,0.676627341,0.614118112,0.44257671,0.626057,0.344951013,0.242044056,0.37772466
50.20261,519.141,0.67373081,0.568705909,0.408813714,0.708915851,0.31030214,0.274741673,0.378724117
50.20261,589.6855,0.672321233,0.540893172,0.387380783,0.771503822,0.289812458,0.29733622,0.377478029
50.20261,660.23,0.669636544,0.511010819,0.364025936,0.811157415,0.270153319,0.313228135,0.380620203
50.20261,730.7745,0.669977096,0.498044803,0.35457316,0.854476736,0.260823993,0.326475954,0.37724036
50.20261,871.8635,0.668850761,0.465406281,0.329916119,0.904034066,0.2395186,0.346009533,0.379234593
50.20261,1012.9525,0.665145332,0.441718127,0.313296105,0.927555236,0.223963777,0.356547995,0.382437847
50.20261,1154.0415,0.665114313,0.432281199,0.305323451,0.945792232,0.217885197,0.362737072,0.382501575
50.20261,1295.1305,0.665286768,0.407904749,0.28548932,0.948396544,0.205743626,0.36896752,0.388277395
50.20261,1436.2195,0.665233319,0.409020676,0.287195186,0.953716131,0.206417351,0.369310492,0.387085509
50.20261,95.874,0.557354002,0.853811618,0.763439947,0.174894131,0.447335243,0.078811053,0.473924542
50.20261,166.4185,0.554251335,0.833415135,0.738878106,0.233790213,0.424180781,0.104078949,0.46987746
50.20261,236.963,0.552186759,0.802400671,0.70447337,0.330404081,0.392781761,0.143358482,0.457696739
50.20261,307.5075,0.550804548,0.753348298,0.652288,0.44864458,0.353902471,0.189782488,0.446655786
50.20261,378.052,0.551573882,0.71208271,0.607591078,0.543280084,0.325069025,0.224427674,0.437639593
50.20261,448.5965,0.552376343,0.672789215,0.568511753,0.62536701,0.299678304,0.253833473,0.430706172
50.20261,519.141,0.55271697,0.633991156,0.529066988,0.700662821,0.276090609,0.280507511,0.425359787
50.20261,589.6855,0.553293821,0.608176267,0.505653012,0.757248855,0.261448948,0.298388488,0.41998678
50.20261,660.23,0.555402669,0.571201737,0.468000292,0.794457117,0.243704924,0.313767679,0.420698776
50.20261,730.7745,0.554665722,0.555026147,0.454435167,0.838709023,0.23355225,0.326406536,0.41607679
50.20261,871.8635,0.55785482,0.516007283,0.417752694,0.891649058,0.215499733,0.34537061,0.413585709
50.20261,1012.9525,0.556778487,0.491810236,0.39501483,0.91086911,0.203551281,0.352948928,0.41571049
50.20261,1154.0415,0.557197813,0.482356228,0.387378254,0.937621146,0.198826394,0.359509764,0.412686817
50.20261,1295.1305,0.556063358,0.449952186,0.357022587,0.939175413,0.184025993,0.365327321,0.419298479
50.20261,1436.2195,0.555420986,0.451039955,0.358542382,0.945537804,0.184817933,0.365239285,0.418120531
50.20261,95.874,0.612039588,0.839306272,0.724447834,0.185776354,0.485052735,0.077384984,0.424664227
50.20261,166.4185,0.604801448,0.816585581,0.700291256,0.228400529,0.459660963,0.096414522,0.432547391
50.20261,236.963,0.601296189,0.777539044,0.654006097,0.317059714,0.421991598,0.132466493,0.432056844
50.20261,307.5075,0.598401832,0.742563593,0.619077736,0.413570647,0.388640718,0.169005957,0.425959911
50.20261,378.052,0.595621585,0.694810343,0.570110024,0.48535955,0.353948297,0.199437213,0.428019309
50.20261,448.5965,0.59338357,0.662542416,0.53933817,0.545660077,0.329749481,0.223121953,0.426709458
50.20261,519.141,0.591038893,0.628705286,0.506578523,0.586805119,0.307735708,0.24042682,0.428781577
50.20261,589.6855,0.590990569,0.601782483,0.481095075,0.626570074,0.291168701,0.256289634,0.428271706
50.20261,660.23,0.588804929,0.574687047,0.455756559,0.657627247,0.274410686,0.269929066,0.430238615
50.20261,730.7745,0.589509847,0.563863423,0.445891008,0.684774788,0.267509687,0.278244533,0.427554991
50.20261,871.8635,0.587753104,0.537982296,0.424184245,0.719006728,0.251096486,0.292727661,0.42783593
50.20261,1012.9525,0.586468548,0.517629234,0.405557296,0.738734099,0.240284543,0.300718568,0.429311541
50.20261,1154.0415,0.585336232,0.482444324,0.371848237,0.743242532,0.222742752,0.307349366,0.438280024
50.20261,1295.1305,0.585591459,0.462901364,0.35382794,0.75487742,0.213338085,0.313995777,0.440970167
50.20261,1436.2195,0.584334531,0.477492715,0.369194836,0.75809913,0.218589319,0.311697382,0.43634542
50.20261,95.874,0.641103,0.882099187,0.779896011,0.21675691,0.530515324,0.080842689,0.387172059
50.20261,166.4185,0.630572867,0.865597845,0.761728923,0.304726692,0.495335757,0.114397028,0.395360582
50.20261,236.963,0.627320919,0.82509375,0.712787577,0.453453602,0.44788816,0.166858483,0.386525856
50.20261,307.5075,0.625424804,0.779419825,0.664276586,0.625786491,0.402080415,0.222821246,0.37348351
50.20261,378.052,0.625496939,0.731368656,0.615167859,0.779236182,0.361946635,0.270348587,0.36286569
50.20261,448.5965,0.62506996,0.68449346,0.567739484,0.9050946,0.327950973,0.307917567,0.356222813
50.20261,519.141,0.625436698,0.646863193,0.531895543,0.997307328,0.303622944,0.33493168,0.351366038
50.20261,589.6855,0.625061217,0.618153934,0.504700916,1.073479581,0.284910578,0.356115484,0.347122222
50.20261,660.23,0.625065974,0.581504675,0.470713629,1.158248218,0.263053402,0.379536011,0.34340919
50.20261,730.7745,0.625860216,0.565401495,0.457145429,1.219035209,0.252368698,0.393637965,0.338542199
50.20261,871.8635,0.626477437,0.523176139,0.419166848,1.316810701,0.229708562,0.419439242,0.334313968
50.20261,1012.9525,0.625806631,0.50656618,0.404846495,1.364711433,0.219580762,0.428860215,0.331599514
50.20261,1154.0415,0.626142413,0.477274084,0.376352996,1.387918054,0.206310818,0.437879697,0.334010498
50.20261,1295.1305,0.626029951,0.464260139,0.365544397,1.4080964,0.199996949,0.443041643,0.333410035
50.20261,1436.2195,0.625270433,0.459796815,0.361990301,1.432431257,0.196285424,0.44745432,0.331852867