pop,lat,PPFD,FvFmprime,qP,qL,qN,NPQ,phiPSII,phiNPQ,phiNO,JETR,JNPQ,JNO,Jtot,phiNO_new,FvFmprime_mean,FvFm_mean
OS,30.74021,378.052,0.409785739,0.605334669,0.498989839,0.702136895,0.612837098,0.252701988,0.273614187,0.473683825,89.49721537,96.90350289,167.760387,354.1611053,0.474879825,0.409785739,0.521865357
OS,30.74021,448.5965,0.398451115,0.551679293,0.449601107,0.759377573,0.702289019,0.225052979,0.307252312,0.467694709,94.57796631,129.1220358,196.5475624,420.2475645,0.465504137,0.398451115,0.522495661
OS,30.74021,519.141,0.38912411,0.513474356,0.416187985,0.804289424,0.775445123,0.205737851,0.333005731,0.461256418,100.0573169,161.9520171,224.3246898,486.3340238,0.457083357,0.38912411,0.52242674
OS,30.74021,589.6855,0.382815567,0.469508197,0.376423694,0.83439016,0.837479844,0.185908753,0.355556677,0.45853457,102.6998031,196.4167912,253.3038886,552.420483,0.452006348,0.382815567,0.523611108
OS,30.74021,660.23,0.377404341,0.46016796,0.37057967,0.857146298,0.879222864,0.180158032,0.367317678,0.452524291,111.4289935,227.1885339,279.8894155,618.5069429,0.444933448,0.377404341,0.522956063
OS,30.74021,730.7745,0.374287609,0.442252016,0.354641345,0.872895731,0.918239211,0.171767833,0.378722068,0.449510099,117.5911251,259.2706288,307.7316477,684.5934015,0.440068951,0.374287609,0.524093495
OS,30.74021,871.8635,0.370449875,0.413917031,0.330777333,0.891424218,0.966351874,0.159836569,0.393299641,0.446863791,130.5491263,321.2339004,364.9832941,816.7663208,0.435348736,0.370449875,0.525203066
OS,30.74021,1012.9525,0.367715723,0.400496012,0.318872325,0.906852577,0.994788885,0.153538764,0.402310115,0.444151121,145.6989578,381.7678542,421.4724265,948.9392385,0.432368559,0.367715723,0.52552759
OS,30.74021,1154.0415,0.36580081,0.39382216,0.312839101,0.906203946,1.002954358,0.149709745,0.403415337,0.446874917,161.8530253,436.1372251,483.1219054,1081.112156,0.43219036,0.36580081,0.523706168
OS,30.74021,1295.1305,0.365667113,0.384121223,0.304928157,0.909768834,1.015329001,0.146072543,0.406982758,0.446944699,177.2276364,493.7861063,542.2713329,1213.285075,0.431312779,0.365667113,0.524712861
SCH_11,54.7298,95.874,0.40776404,0.845650825,0.783824172,0.216971069,0.110446872,0.347708035,0.061680128,0.590611837,30.51909589,5.413799946,51.83929468,87.77219052,0.604389442,0.40776404,0.431813811
SCH_11,54.7298,166.4185,0.398205589,0.817464535,0.748105435,0.294682855,0.154425555,0.329311588,0.084737947,0.585950466,50.1723804,12.9102791,89.27268504,152.3553445,0.594038295,0.398205589,0.431264641
SCH_11,54.7298,236.963,0.384924073,0.742435127,0.660667694,0.423474842,0.238856967,0.291212347,0.128614409,0.580173244,63.17516923,27.90141674,125.8619123,216.9384983,0.583064419,0.384924073,0.434013566
SCH_11,54.7298,307.5075,0.372031969,0.677457073,0.590940806,0.525188198,0.320340067,0.258512177,0.168024388,0.573463435,72.77677517,47.30250331,161.4423737,281.5216521,0.570972019,0.372031969,0.435194442
SCH_11,54.7298,378.052,0.362428634,0.60250347,0.513320161,0.603609563,0.39429892,0.224988566,0.203682553,0.571328881,77.86962399,70.49551049,197.7396715,346.104806,0.563940848,0.362428634,0.437508768
SCH_11,54.7298,448.5965,0.354192145,0.561264643,0.475264758,0.664997008,0.457469947,0.20541323,0.231307539,0.563279231,84.36074036,94.99522129,231.3319982,410.6879599,0.552342237,0.354192145,0.438773629
SCH_11,54.7298,519.141,0.348915986,0.510313894,0.425871798,0.699760963,0.497982604,0.184478411,0.250662856,0.564858732,87.67725986,119.1328147,268.4610387,475.2711133,0.55107569,0.348915986,0.439239004
SCH_11,54.7298,589.6855,0.345840377,0.461828104,0.38033141,0.728178999,0.536890655,0.165122755,0.269287544,0.565589701,89.14222397,145.3760298,305.3360138,539.8542676,0.54844387,0.345840377,0.441725731
SCH_11,54.7298,660.23,0.343654016,0.44130317,0.361366182,0.743856136,0.560903794,0.156688926,0.279052755,0.564258319,94.70865041,168.6699277,341.0588434,604.4374215,0.545467138,0.343654016,0.442650438
SCH_11,54.7298,730.7745,0.34177343,0.420308966,0.343332462,0.760399765,0.583717777,0.148463215,0.288600779,0.562936006,99.32494552,193.0798592,376.6157706,669.0205754,0.542211039,0.34177343,0.443802403
SCH_11,54.7298,871.8635,0.339594273,0.386940743,0.31279723,0.771036443,0.606482047,0.136101292,0.298279166,0.565619542,108.634266,238.0825178,451.4700992,798.1868831,0.542462805,0.339594273,0.44420728
SCH_11,54.7298,1012.9525,0.337924006,0.377323277,0.305873155,0.779197461,0.619847765,0.131609041,0.30369226,0.564698699,122.0480641,281.6299863,523.6751404,927.3531908,0.53987701,0.337924006,0.4441314
SCH_11,54.7298,1295.1305,0.338052029,0.36068185,0.290184292,0.779079131,0.63333198,0.125506144,0.30780011,0.566693746,148.8108535,364.9542216,671.9207312,1185.685806,0.539132134,0.338052029,0.445684156
SCH_11,54.7298,95.874,0.449065085,0.777832472,0.68811841,0.293148091,0.181516509,0.35271779,0.094623005,0.552659205,30.95881306,8.305268422,48.50810903,87.77219052,0.548066261,0.449065085,0.488154529
SCH_11,54.7298,166.4185,0.433046603,0.746817156,0.654765124,0.362708057,0.232056543,0.327467703,0.11963277,0.552899527,49.89145467,18.22669187,84.23719785,152.3553444,0.545719218,0.433046603,0.481951372
SCH_11,54.7298,236.963,0.420520601,0.690216034,0.593808603,0.444433468,0.300874105,0.294245815,0.153455648,0.552298537,63.83324523,33.29043783,119.8148152,216.9384983,0.541286913,0.420520601,0.481926861
SCH_11,54.7298,307.5075,0.410814383,0.641755635,0.544600442,0.502113974,0.355948711,0.267956704,0.179949968,0.552093328,75.43561401,50.65981229,155.4262258,281.5216521,0.537926146,0.410814383,0.481679009
SCH_11,54.7298,378.052,0.406358837,0.60533221,0.508229796,0.527537314,0.385964223,0.249953995,0.193801685,0.55624432,86.51027895,67.07569459,192.5188325,346.104806,0.538727974,0.406358837,0.481895917
SCH_11,54.7298,448.5965,0.40002008,0.5896927,0.496147696,0.558555779,0.423010551,0.239508022,0.209069031,0.551422947,98.36306093,85.86213381,226.4627651,410.6879599,0.531078082,0.40002008,0.481277778
SCH_11,54.7298,519.141,0.400903443,0.566775158,0.472225973,0.558742893,0.427644945,0.230802688,0.212068283,0.557129029,109.6938506,100.7899291,264.7873341,475.2711137,0.535280278,0.400903443,0.482681844
SCH_11,54.7298,589.6855,0.398080927,0.516309767,0.423192168,0.573885495,0.448849239,0.209104917,0.224230869,0.566664214,112.8861818,121.0519916,305.9160942,539.8542676,0.542249562,0.398080927,0.482992586
SCH_11,54.7298,660.23,0.397966775,0.512637432,0.420010516,0.574603386,0.455553997,0.207203661,0.226250869,0.56654547,125.2416466,136.7544919,342.441283,604.4374215,0.540832669,0.397966775,0.483530404
SCH_11,54.7298,730.7745,0.397323333,0.495699271,0.402674904,0.585240923,0.47007368,0.199217762,0.232595753,0.568186485,133.2807818,155.6113445,380.1284491,669.0205754,0.540554686,0.397323333,0.484999864
SCH_11,54.7298,871.8635,0.398477042,0.464310876,0.374360639,0.583368756,0.472223029,0.187419417,0.237104657,0.575475926,149.5957203,189.2538271,459.3373357,798.1868831,0.547370242,0.398477042,0.486542169
SCH_11,54.7298,1012.9525,0.397843329,0.454894067,0.364099477,0.582444725,0.473146172,0.183522151,0.237552608,0.578925241,170.1898523,220.295169,536.8681695,927.3531908,0.550764339,0.397843329,0.485894384
SCH_11,54.7298,1295.1305,0.402758787,0.445571099,0.353904607,0.561781977,0.458450628,0.181277643,0.23063427,0.588088087,214.9383283,273.4597804,697.2876976,1185.685806,0.557204447,0.402758787,0.488132073
SCH_11,54.7298,95.874,0.544790671,0.875970764,0.78830921,0.291225014,0.22563224,0.479469033,0.092328088,0.428202879,42.08404731,8.10383853,37.58430468,87.77219052,0.420096802,0.544790671,0.59230887
SCH_11,54.7298,166.4185,0.523833143,0.852854141,0.762005038,0.381536776,0.307024535,0.449442178,0.125899905,0.424657917,68.47491781,19.18152339,64.69890319,152.3553444,0.417598321,0.523833143,0.587163022
SCH_11,54.7298,236.963,0.498648607,0.82169811,0.725663264,0.503392278,0.442583396,0.412037312,0.17581468,0.412148008,89.38675569,38.14097265,89.41076992,216.9384983,0.405161834,0.498648607,0.586071977
SCH_11,54.7298,307.5075,0.477244775,0.774710403,0.670898835,0.601650515,0.579268501,0.371708896,0.223925211,0.404365893,104.6441025,63.03979535,113.8377543,281.5216521,0.395198514,0.477244775,0.586327877
SCH_11,54.7298,378.052,0.457056414,0.720049423,0.61365669,0.679341712,0.704587278,0.331448117,0.267895363,0.40065652,114.7157862,92.71987264,138.6691471,346.104806,0.389229118,0.457056414,0.584199043
SCH_11,54.7298,448.5965,0.442211399,0.671958209,0.565415523,0.738115869,0.818218214,0.299930946,0.305170941,0.394898113,123.1780283,125.3300312,162.1799004,410.6879599,0.382102184,0.442211399,0.584523485
SCH_11,54.7298,519.141,0.43178663,0.623658063,0.517003694,0.780513348,0.907378922,0.272085745,0.335473285,0.392440971,129.3144951,159.4407618,186.5158574,475.2711142,0.379008317,0.43178663,0.585352145
SCH_11,54.7298,589.6855,0.422814808,0.577727856,0.474010676,0.811253608,0.982061555,0.246825753,0.360899905,0.392274343,133.2499361,194.8333539,211.7709781,539.8542682,0.377016259,0.422814808,0.585188028
SCH_11,54.7298,660.23,0.416817624,0.568290678,0.467422181,0.831860265,1.038988592,0.239641089,0.374291857,0.386067054,144.8480419,226.2360049,233.3533746,604.4374215,0.370207876,0.416817624,0.585488535
SCH_11,54.7298,730.7745,0.411912876,0.533297508,0.434359645,0.847958237,1.083248195,0.222106304,0.390021206,0.387872489,148.5936873,260.9322116,259.4946758,669.0205747,0.370507079,0.411912876,0.585369795
SCH_11,54.7298,871.8635,0.401642812,0.486077192,0.392127496,0.879416846,1.173465434,0.197542396,0.416868493,0.385589111,157.6757493,332.7389631,307.7721707,798.1868831,0.366486526,0.401642812,0.584564004
SCH_11,54.7298,1012.9525,0.398180709,0.487994655,0.395599058,0.8928307,1.217554882,0.196699525,0.423864262,0.379436213,182.4099321,393.0718758,351.8713828,927.3531908,0.359895458,0.398180709,0.585516426
SCH_11,54.7298,1295.1305,0.390413563,0.452653078,0.364998734,0.913890156,1.295280753,0.179048314,0.443119328,0.377832358,212.2950446,525.4002977,447.990464,1185.685806,0.355526334,0.390413563,0.584825433
SCH_11,54.7298,95.874,0.499727792,0.843052749,0.753398597,0.250846403,0.169046211,0.422868273,0.079930578,0.497201149,37.11607462,7.015681921,43.64043398,87.77219052,0.503106918,0.499727792,0.536368299
SCH_11,54.7298,166.4185,0.475570566,0.818980089,0.72759399,0.345617172,0.235920701,0.391470175,0.11205431,0.496475515,59.64257333,17.07207299,75.64069807,152.3553444,0.499691548,0.475570566,0.525616459
SCH_11,54.7298,236.963,0.449434951,0.75547539,0.65710152,0.490856331,0.362440504,0.343461053,0.168896936,0.487642011,74.50992505,36.64024766,105.7883256,216.9384983,0.487372664,0.449434951,0.522677626
SCH_11,54.7298,307.5075,0.434656892,0.679640428,0.576418113,0.5776821,0.460972438,0.299951832,0.212667464,0.487380704,84.4429353,59.87049582,137.208221,281.5216521,0.482622566,0.434656892,0.524217077
SCH_11,54.7298,378.052,0.424473912,0.630850714,0.527440897,0.634976712,0.537381382,0.27207598,0.244270897,0.483653123,94.16680428,84.54333142,167.3946703,346.104806,0.476089253,0.424473912,0.525725157
SCH_11,54.7298,448.5965,0.417391642,0.600688322,0.49967266,0.676321252,0.601689838,0.255664679,0.267675936,0.476659385,104.9984054,109.9312841,195.7582704,410.6879599,0.467447855,0.417391642,0.527837204
SCH_11,54.7298,519.141,0.412227024,0.563506461,0.463458034,0.702643976,0.644603342,0.237399834,0.285267291,0.477332875,112.8292835,135.5793031,226.8625271,475.2711137,0.465848438,0.412227024,0.528695239
SCH_11,54.7298,589.6855,0.409481634,0.526260682,0.42841933,0.716024368,0.671388632,0.22041066,0.298263093,0.481326247,118.9896354,161.0186036,259.8460286,539.8542676,0.468069524,0.409481634,0.529359989
SCH_11,54.7298,660.23,0.407400365,0.516392373,0.419105246,0.724877119,0.693362029,0.215315996,0.304438146,0.480245858,130.1450454,184.013808,290.2785681,604.4374215,0.465077376,0.407400365,0.529876845
SCH_11,54.7298,730.7745,0.406634092,0.48884414,0.392710067,0.732755972,0.70621037,0.203700962,0.312510161,0.483788877,136.2801348,209.0757277,323.6647128,669.0205754,0.468616145,0.406634092,0.530810795
SCH_11,54.7298,871.8635,0.403064385,0.45373621,0.360815467,0.745495343,0.735457989,0.186489615,0.324600655,0.488909729,148.8535645,259.0919851,390.2413327,798.1868823,0.46946403,0.403064385,0.53071464
SCH_11,54.7298,1012.9525,0.402560228,0.44682093,0.355483032,0.748387071,0.744839256,0.184060901,0.328089349,0.48784975,170.6894639,304.2547047,452.4090223,927.3531908,0.46870131,0.402560228,0.531163325
SCH_11,54.7298,1295.1305,0.402673481,0.432727283,0.342024201,0.7466154,0.746986902,0.177235451,0.329206124,0.493558425,210.1455586,390.3350286,585.2052191,1185.685806,0.47161233,0.402673481,0.531107146
SI,50.20261,95.874,0.681806872,0.814994795,0.599486263,0.169209062,0.139652767,0.550813176,0.05445685,0.394729974,49.53443896,4.89728574,35.49793043,89.92965513,0.352285979,0.681806872,0.707664383
SI,50.20261,166.4185,0.66725958,0.788082005,0.57215979,0.232824354,0.202375696,0.518657461,0.078868956,0.402473583,80.96257525,12.31146617,62.82623928,156.1002807,0.362577173,0.66725958,0.703727915
SI,50.20261,236.963,0.63532212,0.743846395,0.539445151,0.328234473,0.305821843,0.46468613,0.121008361,0.414305509,103.2862072,26.89663807,92.08806096,222.2709063,0.378123855,0.63532212,0.689134154
SI,50.20261,307.5075,0.610964442,0.697196791,0.504969692,0.422674667,0.429119486,0.417226088,0.168389159,0.414384753,120.3453319,48.57042697,119.5257729,288.4415318,0.378420427,0.610964442,0.683750789
SI,50.20261,378.052,0.589154038,0.648547919,0.467727568,0.496868326,0.54146416,0.373669261,0.211288818,0.415041921,132.5076628,74.92558359,147.178911,354.6121574,0.380076582,0.589154038,0.678504838
SI,50.20261,448.5965,0.575906598,0.614118112,0.44257671,0.545359192,0.626057,0.344951013,0.242044056,0.413004931,145.1494472,101.8479715,173.7853643,420.782783,0.37772466,0.575906598,0.676627341
SI,50.20261,519.141,0.56171413,0.568705909,0.408813714,0.589943969,0.708915851,0.31030214,0.274741673,0.414956187,151.1026848,133.7863941,202.0643297,486.9534086,0.378724117,0.56171413,0.67373081
SI,50.20261,589.6855,0.55199688,0.540893172,0.387380783,0.621858045,0.771503822,0.289812458,0.29733622,0.412851321,160.3022359,164.4638095,228.3579882,553.1240336,0.377478029,0.55199688,0.672321233
SI,50.20261,660.23,0.544393159,0.511010819,0.364025936,0.641160759,0.811157415,0.270153319,0.313228135,0.416618545,167.3045078,193.9805113,258.0096401,619.2946591,0.380620203,0.544393159,0.669636544
SI,50.20261,730.7745,0.539411517,0.498044803,0.35457316,0.658129342,0.854476736,0.260823993,0.326475954,0.412700053,178.7857928,223.7879329,282.8915596,685.4652853,0.37724036,0.539411517,0.669977096
SI,50.20261,871.8635,0.532250593,0.465406281,0.329916119,0.680107968,0.904034066,0.2395186,0.346009533,0.414471866,195.8798767,282.9688577,338.9578012,817.8065356,0.379234593,0.532250593,0.668850761
SI,50.20261,1012.9525,0.525411041,0.441718127,0.313296105,0.690429091,0.927555236,0.223963777,0.356547995,0.419488228,212.7986872,338.7732886,398.5758117,950.1477876,0.382437847,0.525411041,0.665145332
SI,50.20261,1154.0415,0.523520823,0.432281199,0.305323451,0.696551822,0.945792232,0.217885197,0.362737072,0.419377731,235.8583374,392.6589044,453.9717969,1082.489039,0.382501575,0.523520823,0.665114313
SI,50.20261,1295.1305,0.523168166,0.407904749,0.28548932,0.695806294,0.948396544,0.205743626,0.36896752,0.425288855,249.9435888,448.2329193,516.653783,1214.830291,0.388277395,0.523168166,0.665286768
SI,50.20261,1436.2195,0.522717561,0.409020676,0.287195186,0.698214463,0.953716131,0.206417351,0.369310492,0.424272157,278.0795808,497.5245846,571.5673755,1347.171541,0.387085509,0.522717561,0.665233319
SI,50.20261,95.874,0.520006139,0.853811618,0.763439947,0.249284299,0.174894131,0.447335243,0.078811053,0.473853704,40.22870413,7.087450816,42.61350018,89.92965513,0.473924542,0.520006139,0.557354002
SI,50.20261,166.4185,0.505188794,0.833415135,0.738878106,0.322032837,0.233790213,0.424180781,0.104078949,0.47174027,66.21473898,16.24675315,73.63878856,156.1002807,0.46987746,0.505188794,0.554251335
SI,50.20261,236.963,0.485200979,0.802400671,0.70447337,0.424687379,0.330404081,0.392781761,0.143358482,0.463859757,87.30395798,31.86441972,103.1025286,222.2709063,0.457696739,0.485200979,0.552186759
SI,50.20261,307.5075,0.463847262,0.753348298,0.652288,0.531319667,0.44864458,0.353902471,0.189782488,0.456315041,102.0801709,54.74115156,131.6202094,288.4415318,0.446655786,0.463847262,0.550804548
SI,50.20261,378.052,0.449995153,0.71208271,0.607591078,0.599642508,0.543280084,0.325069025,0.224427674,0.450503301,115.2734283,79.58478166,159.7539475,354.6121574,0.437639593,0.449995153,0.551573882
SI,50.20261,448.5965,0.438975271,0.672789215,0.568511753,0.653426092,0.62536701,0.299678304,0.253833473,0.446488223,126.0994708,106.8087552,187.874557,420.782783,0.430706172,0.438975271,0.552376343
SI,50.20261,519.141,0.429080866,0.633991156,0.529066988,0.69583185,0.700662821,0.276090609,0.280507511,0.443401879,134.4432631,136.5940886,215.9160563,486.9534081,0.425359787,0.429080866,0.55271697
SI,50.20261,589.6855,0.422583739,0.608176267,0.505653012,0.722713958,0.757248855,0.261448948,0.298388488,0.440162564,144.6136968,165.0458442,243.4644931,553.1240341,0.41998678,0.422583739,0.553293821
SI,50.20261,660.23,0.419959673,0.571201737,0.468000292,0.739263089,0.794457117,0.243704924,0.313767679,0.442527397,150.925158,194.314648,274.0548537,619.2946597,0.420698776,0.419959673,0.555402669
SI,50.20261,730.7745,0.414213089,0.555026147,0.454435167,0.757834564,0.838709023,0.23355225,0.326406536,0.440041214,160.0919597,223.7403493,301.6329763,685.4652853,0.41607679,0.414213089,0.554665722
SI,50.20261,871.8635,0.410925176,0.516007283,0.417752694,0.779281282,0.891649058,0.215499733,0.34537061,0.439129656,176.2370902,282.4463423,359.123103,817.8065356,0.413585709,0.410925176,0.55785482
SI,50.20261,1012.9525,0.408007813,0.491810236,0.39501483,0.785379424,0.91086911,0.203551281,0.352948928,0.443499791,193.4037993,335.3536431,421.3903452,950.1477876,0.41571049,0.408007813,0.556778487
SI,50.20261,1154.0415,0.405781218,0.482356228,0.387378254,0.795174136,0.937621146,0.198826394,0.359509764,0.441663842,215.2273921,389.1653788,478.0962678,1082.489039,0.412686817,0.405781218,0.557197813
SI,50.20261,1295.1305,0.404581329,0.449952186,0.357022587,0.794032968,0.939175413,0.184025993,0.365327321,0.450646686,223.5603504,443.8106953,547.4592442,1214.83029,0.419298479,0.404581329,0.556063358
SI,50.20261,1436.2195,0.403664902,0.451039955,0.358542382,0.794438791,0.945537804,0.184817933,0.365239285,0.449942782,248.9814596,492.0399704,606.150111,1347.171541,0.418120531,0.403664902,0.555420986
SI,50.20261,95.874,0.573543023,0.839306272,0.724447834,0.236053726,0.185776354,0.485052735,0.077384984,0.437562282,43.62062518,6.959204923,39.34982512,89.92965522,0.424664227,0.573543023,0.612039588
SI,50.20261,166.4185,0.557720191,0.816585581,0.700291256,0.285781936,0.228400529,0.459660963,0.096414522,0.443924515,71.75320535,15.05033395,69.2967414,156.1002807,0.432547391,0.557720191,0.604801448
SI,50.20261,236.963,0.53801607,0.777539044,0.654006097,0.369991194,0.317059714,0.421991598,0.132466493,0.445541909,93.79645493,29.44344745,99.03100389,222.2709063,0.432056844,0.53801607,0.601296189
SI,50.20261,307.5075,0.518669561,0.742563593,0.619077736,0.448769908,0.413570647,0.388640718,0.169005957,0.442353324,112.100124,48.74833713,127.5930704,288.4415316,0.425959911,0.518669561,0.598401832
SI,50.20261,378.052,0.504214816,0.694810343,0.570110024,0.50464007,0.48535955,0.353948297,0.199437213,0.44661449,125.5143692,70.72286037,158.3749278,354.6121574,0.428019309,0.504214816,0.595621585
SI,50.20261,448.5965,0.492731333,0.662542416,0.53933817,0.546424456,0.545660077,0.329749481,0.223121953,0.447128567,138.7529043,93.88587633,188.1440028,420.7827834,0.426709458,0.492731333,0.59338357
SI,50.20261,519.141,0.484505963,0.628705286,0.506578523,0.573043132,0.586805119,0.307735708,0.24042682,0.451837472,149.8529519,117.0766595,220.0237971,486.9534086,0.428781577,0.484505963,0.591038893
SI,50.20261,589.6855,0.478566713,0.601782483,0.481095075,0.597519354,0.626570074,0.291168701,0.256289634,0.452541665,161.0524065,141.7599563,250.3116714,553.1240341,0.428271706,0.478566713,0.590990569
SI,50.20261,660.23,0.472073137,0.574687047,0.455756559,0.618211581,0.657627247,0.274410686,0.269929066,0.455660248,169.9410724,167.1656291,282.1879582,619.2946597,0.430238615,0.472073137,0.588804929
SI,50.20261,730.7745,0.469338765,0.563863423,0.445891008,0.629968093,0.684774788,0.267509687,0.278244533,0.45424578,183.3686039,190.7269682,311.3697132,685.4652853,0.427554991,0.469338765,0.589509847
SI,50.20261,871.8635,0.462831447,0.537982296,0.424184245,0.65185006,0.719006728,0.251096486,0.292727661,0.456175853,205.3483475,239.3945946,373.0635943,817.8065364,0.42783593,0.462831447,0.587753104
SI,50.20261,1012.9525,0.459057666,0.517629234,0.405557296,0.660605378,0.738734099,0.240284543,0.300718568,0.458996889,228.3058269,285.7270821,436.1148786,950.1477876,0.429311541,0.459057666,0.586468548
SI,50.20261,1154.0415,0.457759089,0.482444324,0.371848237,0.663322972,0.743242532,0.222742752,0.307349366,0.469907882,241.1165875,332.7023197,508.6701315,1082.489039,0.438280024,0.457759089,0.585336232
SI,50.20261,1295.1305,0.456403323,0.462901364,0.35382794,0.66745238,0.75487742,0.213338085,0.313995777,0.472666138,259.1695676,381.4515808,574.2091414,1214.83029,0.440970167,0.456403323,0.585591459
SI,50.20261,1436.2195,0.454841188,0.477492715,0.369194836,0.670136677,0.75809913,0.218589319,0.311697382,0.469713299,294.4773097,419.9098424,632.7843888,1347.171541,0.43634542,0.454841188,0.584334531
SI,50.20261,95.874,0.5977595,0.882099187,0.779896011,0.261502943,0.21675691,0.530515324,0.080842689,0.388641987,47.70906013,7.270155141,34.95043986,89.92965513,0.387172059,0.5977595,0.641103
SI,50.20261,166.4185,0.569825882,0.865597845,0.761728923,0.35344957,0.304726692,0.495335757,0.114397028,0.390267215,77.32205071,17.85740818,60.92082181,156.1002807,0.395360582,0.569825882,0.630572867
SI,50.20261,236.963,0.540848239,0.82509375,0.712787577,0.476444971,0.453453602,0.44788816,0.166858483,0.385253358,99.55250723,37.08778624,85.63061303,222.2709065,0.386525856,0.540848239,0.627320919
SI,50.20261,307.5075,0.512327355,0.779419825,0.664276586,0.588538208,0.625786491,0.402080415,0.222821246,0.375098339,115.9766908,64.27090152,108.1939395,288.4415318,0.37348351,0.512327355,0.625424804
SI,50.20261,378.052,0.49088621,0.731368656,0.615167859,0.670174691,0.779236182,0.361946635,0.270348587,0.367704778,128.3506771,95.86889569,130.3925846,354.6121574,0.36286569,0.49088621,0.625496939
SI,50.20261,448.5965,0.474420681,0.68449346,0.567739484,0.726152806,0.9050946,0.327950973,0.307917567,0.364131461,137.9961231,129.5664108,153.2202495,420.7827834,0.356222813,0.474420681,0.62506996
SI,50.20261,519.141,0.463863072,0.646863193,0.531895543,0.760586655,0.997307328,0.303622944,0.33493168,0.361445377,147.8502275,163.0961232,176.0070583,486.953409,0.351366038,0.463863072,0.625436698
SI,50.20261,589.6855,0.454836887,0.618153934,0.504700916,0.788020273,1.073479581,0.284910578,0.356115484,0.358973938,157.5908883,196.9760331,198.5571127,553.1240341,0.347122222,0.454836887,0.625061217
SI,50.20261,660.23,0.445757392,0.581504675,0.470713629,0.815036004,1.158248218,0.263053402,0.379536011,0.357410587,162.9075671,235.0446248,221.3424678,619.2946597,0.34340919,0.445757392,0.625065974
SI,50.20261,730.7745,0.440304354,0.565401495,0.457145429,0.832009795,1.219035209,0.252368698,0.393637965,0.353993337,172.9899816,269.82516,242.6501437,685.4652853,0.338542199,0.440304354,0.625860216
SI,50.20261,871.8635,0.431353826,0.523176139,0.419166848,0.859349193,1.316810701,0.229708562,0.419439242,0.350852196,187.8571635,343.0201537,286.9292192,817.8065364,0.334313968,0.431353826,0.626477437
SI,50.20261,1012.9525,0.426668244,0.50656618,0.404846495,0.868754864,1.364711433,0.219580762,0.428860215,0.351559022,208.6341752,407.4805845,334.033027,950.1477866,0.331599514,0.426668244,0.625806631
SI,50.20261,1154.0415,0.425350845,0.477274084,0.376352996,0.870545376,1.387918054,0.206310818,0.437879697,0.355809485,223.3291991,473.9999723,385.1598674,1082.489039,0.334010498,0.425350845,0.626142413
SI,50.20261,1295.1305,0.423561371,0.464260139,0.365544397,0.873934466,1.4080964,0.199996949,0.443041643,0.356961408,242.9623515,538.2204076,433.6475307,1214.83029,0.333410035,0.423561371,0.626029951
SI,50.20261,1436.2195,0.420709895,0.459796815,0.361990301,0.880597667,1.432431257,0.196285424,0.44745432,0.356260256,264.4301371,602.7977258,479.9436781,1347.171541,0.331852867,0.420709895,0.625270433